SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,Churn
1,No,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,54.8,No
1,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,4,75.35,No
0,No,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,41,65.0,No
1,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,15,74.4,Yes
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,48.55,Yes
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,42,99.0,No
0,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,51,93.5,No
0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,70.4,Yes
1,Yes,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,1,40.2,Yes
0,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),32,83.7,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,10,19.85,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67,59.55,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61,115.1,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),50,114.35,No
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,44.6,Yes
1,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,45.0,No
1,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3,41.15,Yes
1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,106.9,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57,89.85,No
0,No,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),31,49.85,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,45,113.3,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,61,88.1,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),50,24.9,No
1,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19,105.0,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,59,19.35,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),71,24.25,No
1,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,16,94.45,Yes
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57,59.75,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,24.8,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,20,107.05,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,70.6,Yes
0,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,5,85.4,Yes
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52,105.05,Yes
1,Yes,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21,64.95,No
0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,14,55.0,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5,50.55,No
0,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,6,55.15,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,10,51.2,No
0,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,25.4,No
0,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,68,54.45,No
0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,18,95.15,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),22,76.0,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,44.35,No
0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,70.0,Yes
1,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,8,74.5,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,44.85,Yes
1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24,76.1,Yes
0,No,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,35,61.2,No
0,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,23,86.8,No
1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,89.35,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,12,19.7,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.25,No
0,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,71,76.05,No
1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35,100.8,No
0,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,74.55,No
0,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,73.6,Yes
0,No,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),23,64.9,No
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,95.45,Yes
0,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4,90.4,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),68,60.3,No
0,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38,81.85,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,52,24.8,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,32,74.9,Yes
0,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,29,75.55,No
1,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,38,101.15,No
0,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48,78.75,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,19.25,No
0,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22,89.05,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),43,115.05,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5,69.35,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,5,80.6,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),51,110.05,No
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),71,19.9,No
0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),38,80.3,Yes
1,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,93.15,Yes
0,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35,91.5,No
1,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54,82.45,Yes
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72,60.0,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,44.8,No
0,Yes,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,9,48.6,No
0,No,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),69,60.05,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52,102.7,No
1,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,11,82.9,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,70.35,Yes
1,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,28,35.9,No
1,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),17,82.65,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,35,19.85,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,8,19.2,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),46,94.9,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,73.85,Yes
0,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,2,80.6,Yes
0,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68,75.8,Yes
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43,104.6,Yes
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68,88.15,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36,94.8,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63,103.4,Yes
1,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),32,54.65,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),71,85.75,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66,67.45,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,63,20.5,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),41,20.25,No
1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,72.1,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,90.4,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70,19.45,No
0,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23,44.95,No
1,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),64,97.0,No
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),37,62.8,No
0,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,17,44.6,No
1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,89.15,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4,84.8,Yes
1,No,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,21,41.9,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),10,80.25,Yes
1,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,16,54.1,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,64,105.25,No
1,Yes,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),27,30.75,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,42,97.1,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,20.2,No
0,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),41,98.8,No
0,Yes,No,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),58,50.3,No
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,47,20.55,No
0,No,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),18,75.9,No
0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),5,96.5,Yes
0,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23,59.95,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.15,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),71,98.65,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,112.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,33,20.6,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,85.65,Yes
0,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,24,35.75,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),56,99.75,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37,96.1,No
0,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),43,85.1,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,25.35,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25,104.95,Yes
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,61,89.65,No
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,17,86.75,No
0,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),41,86.2,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,1,50.65,Yes
1,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,64.8,No
0,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,90.85,Yes
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),48,108.1,No
1,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,11,19.95,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55,85.45,Yes
0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,42,54.75,No
0,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44,90.4,No
0,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,44.0,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27,95.6,No
1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27,84.8,No
1,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,44.3,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19,19.9,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42,95.05,No
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),66,90.05,No
1,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33,109.9,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34,73.95,Yes
1,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33,54.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,23,20.05,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),32,19.75,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),11,20.05,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69,99.45,Yes
0,Yes,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),68,55.9,No
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20,19.7,No
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),72,19.8,No
0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),60,95.4,No
1,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32,93.95,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,19.9,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,19.6,Yes
1,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,81.35,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),46,24.45,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29,74.95,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51,87.35,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48,70.65,No
0,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),16,73.25,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),70,98.7,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,40,24.8,No
0,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,22,83.3,Yes
1,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,75.3,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5,24.3,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,69.85,No
0,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),29,100.55,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,44,25.7,No
0,No,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),10,40.7,No
1,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55,51.65,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),52,105.1,No
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,10,85.95,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,75.6,No
0,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),68,58.25,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61,19.4,Yes
0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,65.2,No
0,No,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,2,53.45,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12,45.4,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,41,19.75,No
0,No,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26,44.45,No
0,Yes,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),36,20.85,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,114.05,No
0,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35,89.85,No
0,No,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,1,55.05,No
0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,16,112.95,No
1,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49,101.55,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,54,114.65,No
0,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,18,64.8,No
0,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,36,80.4,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,105.9,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,69.55,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),52,25.05,No
0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,94.75,No
0,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,105.5,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,64,24.7,No
1,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,22,69.75,No
0,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60,60.2,No
0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,28,81.05,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,61,24.4,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,104.15,No
0,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),28,92.9,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),30,80.8,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,20.0,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.1,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,19.65,No
0,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24,69.45,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,4,101.15,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,99.8,Yes
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,116.05,No
0,No,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,70,40.05,No
1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,64,102.1,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,72,89.7,No
0,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,44,19.9,No
0,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,13,55.95,Yes
1,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,17,20.65,No
0,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,55.0,Yes
0,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,9,70.05,No
0,Yes,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,24,53.6,No
0,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.7,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24,80.25,Yes
1,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,35,76.05,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,7,75.7,No
0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5,96.1,Yes
0,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),15,69.0,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,11,19.65,No
0,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48,45.3,Yes
1,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,20,81.45,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),72,108.5,No
0,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,8,83.55,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),72,84.5,No
0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,100.15,No
0,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,88.6,No
